"Date,Batch_ID,Press_Temperature_C,Press_Pressure_psi,Press_Cycle_Time_min,Fiber_Consistency_pct,Resin_Content_pct,Moisture_Content_PrePress_pct,Total_Defects_Count,Defect_Type_Surface,Defect_Type_Density_Var,Defect_Type_Warpage,Hardboard_Strength_MPa,Hardboard_Density_g_cm3,Total_Energy_kWh_Batch,Steam_Consumption_kg_Batch"
"2024-01-01,HB_BATCH_0001,203.13077851773596,536.0526531053,10.266375052119065,93.00609066381483,11.199595231105103,7.354678166327277,3,1,0,0,46.8783779360504,0.9240645616392584,764.3302666361357,1316.3473412207275"
"2024-01-01,HB_BATCH_0002,199.34710767079847,550.5924417758927,11.232601793959947,92.82883678272403,11.738129233320986,5.171768842256928,3,1,0,0,45.64131883721021,0.924940619244606,749.9360126858226,1335.2481482321557"
"2024-01-01,HB_BATCH_0003,203.40918274840706,594.2118543032543,14.745626311933078,88.46209712368388,9.948966170980798,6.491859279165342,2,1,0,0,48.12747674943942,0.940358161566107,746.1904438179622,1336.9312310614428"
"2024-01-01,HB_BATCH_0004,210.6844134982658,409.6581665105841,13.950841133351894,89.10879102712981,10.956299581396728,5.182151029255418,11,1,1,0,41.49747442225038,0.844073111358569,854.163070654149,1520.3860823690998"
"2024-01-01,HB_BATCH_0005,181.99536988890236,463.55676572880384,14.39809244513452,91.65328863690807,11.307845960775811,7.923199706615457,4,0,0,0,44.79103672634179,0.882832630374367,780.3301888236515,1332.0949711412188"
"2024-01-02,HB_BATCH_0006,209.49175656152843,552.2112294323999,12.125008076483152,94.30041206092785,11.139126829400473,6.296897487643458,5,0,0,0,47.66754334335976,0.9264193357589731,758.1701311701504,1383.253479828277"
"2024-01-02,HB_BATCH_0007,197.52817491951848,498.51338022135735,10.848760366681908,87.72228379551473,11.000186320786735,6.314406634906266,2,0,0,0,43.762518797414245,0.9090375095517811,711.89462504224,1319.9015431848904"
"2024-01-02,HB_BATCH_0008,214.7928323436251,541.9969846112932,13.823687160933487,94.6964373964538,9.695426143878777,7.736553598140046,3,0,0,0,46.26435944740805,0.9078732125360334,726.0186974549728,1316.859226727048"
"2024-01-02,HB_BATCH_0009,217.99615384883305,525.0545327728539,11.413053152532186,87.65891551746205,10.581678261485813,5.999348494818845,2,0,0,0,49.18152916433232,0.90364962376922,755.8654126030467,1334.5701319212617"
"2024-01-02,HB_BATCH_0010,199.7411903196664,559.1952475513733,14.886459714717386,91.59428055534235,9.562439270718222,6.318690067184421,2,0,0,0,45.49295691715983,0.8998802986381149,729.330164040176,1348.6975394926762"
"2024-01-03,HB_BATCH_0011,213.45826684423426,497.12931105449195,8.044506862951382,85.9035050333932,11.347961247080562,7.822611086357548,4,1,0,0,48.18081093721409,0.907009128050478,739.0519903769946,1353.26315326676"
"2024-01-03,HB_BATCH_0012,192.79482593629805,556.0860265733634,10.317209737777917,92.8897943873939,9.856410440436491,7.180924765956708,1,0,0,0,44.88544219405301,0.9213375551607088,708.9939019665138,1260.7167666965743"
"2024-01-03,HB_BATCH_0013,201.57010824333753,568.9867448167021,10.128245053409785,93.58498033269711,8.049345588670846,6.5449200379049755,4,0,0,0,47.959125659854315,0.9402638230054534,738.4577471064644,1348.4606612875978"
"2024-01-03,HB_BATCH_0014,217.5752900994732,543.0527348266255,11.662705511694227,92.63162734133248,11.157769652502761,5.167540719203418,14,1,1,1,45.280394743351884,0.934417134607752,834.8015912944356,1445.8673830220955"
"2024-01-03,HB_BATCH_0015,199.0727153326516,461.27642381538266,12.19943620648932,86.49754081231013,11.255060446917149,5.430527133231622,2,0,0,1,46.947187356191556,0.8798001973884043,735.3116944394438,1364.3801711871713"
"2024-01-04,HB_BATCH_0016,203.42194296897867,480.35853870824195,8.083652072060172,87.97105661243194,11.07812001232562,7.8847195756858195,1,1,1,0,44.373283452712116,0.8774269793244873,679.933709660469,1269.6181285373334"
"2024-01-04,HB_BATCH_0017,207.77185501302586,453.62805560592903,10.690063619166413,90.89250698127245,10.774829346555027,5.190520151994494,0,0,0,0,48.90046119491482,0.8676866258540314,719.5669903423408,1274.6445769348115"
"2024-01-04,HB_BATCH_0018,210.34315622597745,592.2787205074712,9.391876903024821,85.72611422052208,11.756274377962871,5.091593877324081,8,0,0,0,47.190408406211134,0.947356857002347,820.915244018835,1405.5595451812587"
"2024-01-04,HB_BATCH_0019,208.4491605472124,423.17474878239983,11.239164662500015,92.67175204171723,9.561224546478957,6.383437230163256,1,0,0,0,45.056911937158254,0.8616626466822996,718.5694355355877,1301.3596651601486"
"2024-01-04,HB_BATCH_0020,189.92055052167294,480.60907206102934,11.188806262418835,93.94318996053889,8.363977893815031,7.00824598704267,4,0,0,1,39.747689809128495,0.8962846606853915,719.3188686747934,1292.6697745729514"
"2024-01-05,HB_BATCH_0021,219.6770891668184,432.879454749874,12.346449420923893,85.93785554341615,10.164145529057294,7.774422855761798,15,0,1,0,43.81589040281238,0.871278807493081,870.9693173092787,1508.7394158468155"
"2024-01-05,HB_BATCH_0022,201.1208599889893,548.6346159963443,13.47614403430272,87.0127509708404,11.39272505728377,7.772639356740223,1,0,0,0,48.736120206798006,0.940507818091772,746.747187955614,1296.8913570465165"
"2024-01-05,HB_BATCH_0023,184.6865426645462,585.6965899962273,13.484050799866,93.43749143153377,10.971798004433857,6.122932021803794,6,0,1,0,45.733655705197805,0.9306547287755502,767.9007059997896,1355.4223564378851"
"2024-01-05,HB_BATCH_0024,197.82180570470985,486.81539824135217,13.89297721982685,89.17222709120131,10.004643793964359,5.3725208235497615,1,0,0,0,49.38630819469264,0.8956606139443217,721.1435842034764,1338.5049794684621"
"2024-01-05,HB_BATCH_0025,190.9193796041751,469.150543563301,8.69507113630487,88.27646785035539,8.617770977861653,5.950062020042974,2,0,0,0,43.824364683929225,0.886733273689226,698.5552332513745,1208.679226989131"
"2024-01-06,HB_BATCH_0026,194.4813001383077,418.46397497965256,12.267718850251455,94.25612655072804,10.79806248557565,5.096996968836007,3,1,0,0,44.749634294977966,0.865049288083484,743.1678411335013,1333.4463924777183"
"2024-01-06,HB_BATCH_0027,180.7417019007241,473.69734031477674,11.39989908468201,94.94300227386289,10.81041686732797,7.169342740190654,3,0,0,0,43.46846572997292,0.8597944113641585,696.7144069820608,1382.8254413999425"
"2024-01-06,HB_BATCH_0028,208.3472130038084,585.1862534810723,14.906539137034887,87.41150398634623,9.820900995611694,5.361431988442909,3,0,0,0,47.890096100827954,0.936821195124378,765.6265876669775,1363.7100817256407"
"2024-01-06,HB_BATCH_0029,185.64448915192276,502.14514615090167,13.370384195425402,87.19495690433502,10.127786370258718,7.791588972279476,4,1,1,0,42.25353333974113,0.9105174303247098,797.2402264291757,1312.9092553800047"
"2024-01-06,HB_BATCH_0030,213.2793918758931,447.10997525977547,8.278715059977108,92.06262677864835,8.144640717811376,7.228273715694401,5,0,0,0,48.063874619385274,0.8625012765173657,747.5206430507562,1335.2726176737651"
"2024-01-07,HB_BATCH_0031,208.5063689595055,543.7582797880639,8.645768132361003,89.4333211101847,8.687968155246901,5.423776416272293,2,0,0,1,44.289811854440224,0.9217279975681856,709.6682641730276,1283.41112825688"
"2024-01-07,HB_BATCH_0032,198.54286450085505,480.8300707562686,10.79106652502814,86.07611315835668,10.452871746206263,5.322124985433216,2,0,1,0,44.58143279848185,0.8910212652861095,695.3766650882999,1289.6751934542085"
"2024-01-07,HB_BATCH_0033,189.98611346999033,457.0893352964194,8.082392386651813,92.10664637012395,9.190631576671626,6.64816766058957,1,0,1,0,47.54436274774373,0.8750563717315852,710.132743283347,1259.1550271708745"
"2024-01-07,HB_BATCH_0034,199.26319852405345,403.5293694222057,9.571996533256126,85.99657202579613,8.140637762089831,7.408982875568809,3,0,1,0,47.19235524708098,0.8547580142984194,705.917105546139,1293.0509847453304"
"2024-01-07,HB_BATCH_0035,189.89049320301473,594.4920134160832,10.6440844978091,86.06328935803073,11.24787312427716,5.680663130752968,8,1,1,0,41.217682083527315,0.9368583025402252,755.5818000048422,1392.4932858970367"
"2024-01-08,HB_BATCH_0036,186.27866935019733,457.5605723091958,9.899866193435802,85.99091521525828,11.260784802380721,6.510971722943282,4,0,0,0,43.06081811333264,0.8744992184376029,722.3990527995459,1334.039298633756"
"2024-01-08,HB_BATCH_0037,195.3750482163068,503.7237358520813,13.1230803264712,94.82710016886604,10.31842802079657,6.36264171412029,2,0,0,0,48.01126409887712,0.9040146133265664,697.3165096536675,1295.208846073276"
"2024-01-08,HB_BATCH_0038,217.42418005205758,515.1779427996262,13.527381681376271,94.89191053012688,8.467309044677691,5.157394200998875,3,0,0,0,47.85871534920038,0.914496880598255,746.2033602278243,1384.9751803715067"
"2024-01-08,HB_BATCH_0039,219.00075557921969,451.4910173359808,11.3328018548998,88.11498456892353,10.427561135560325,7.166667953193521,3,1,0,0,49.09679084336963,0.8854523959925084,741.34262180053,1309.93555018044"
"2024-01-08,HB_BATCH_0040,200.9212956364931,519.0133048040743,8.31423476660159,92.31629120726146,9.783205315615488,7.979763925817502,1,0,0,1,49.109360551519465,0.9136032439544493,690.9313094952284,1238.8495241646015"
"2024-01-09,HB_BATCH_0041,206.63602115272147,539.3729150741812,9.93397846551163,86.50377304948645,10.620327021372287,6.187610544545043,2,0,0,0,42.40754025718898,0.9367454835090537,735.1970111496839,1264.767310814178"
"2024-01-09,HB_BATCH_0042,197.6661951139375,457.2447870539191,13.477819598901673,87.5548251200922,9.534388524344447,7.7356448000760105,0,0,0,0,43.83112738855669,0.8768487637278053,705.5461367498089,1314.5761252664547"
"2024-01-09,HB_BATCH_0043,182.27614451029916,492.0232129059604,8.80137306050323,85.3986601418292,9.96696062710732,5.0798276366759305,5,1,1,0,46.90700040286737,0.9019991357972323,721.735212974867,1306.0824547922402"
"2024-01-09,HB_BATCH_0044,202.88804865062187,437.5251365707853,8.643825606113118,86.34602983251614,11.987724370801182,7.62509022536142,5,0,0,0,46.028302058551496,0.8704209982295837,719.627052632537,1290.3572916517264"
"2024-01-09,HB_BATCH_0045,185.3884113483043,502.9253627416019,12.330564245319163,85.78136208894259,9.443759973075924,6.389660730036814,3,0,0,0,41.840562187395044,0.9066461498822654,710.1880761390986,1348.2230802967474"
"2024-01-10,HB_BATCH_0046,198.05247952465032,431.82107623548336,14.881284213431437,85.63477144273743,10.114951377312728,6.304870420104152,4,0,0,0,42.22850263012459,0.8612262184212762,750.4325849821533,1358.2183684401425"
"2024-01-10,HB_BATCH_0047,204.3137716723279,522.48842200228,13.29714597398491,93.05534160849297,9.006980542222273,7.9546819597484495,2,0,0,0,51.49002600081232,0.8989882898074022,696.4953917712448,1317.628283161525"
"2024-01-10,HB_BATCH_0048,181.30196964603442,548.167056339772,11.87103422285219,88.42673011082094,10.687773066794565,5.377973210855654,1,0,0,0,45.23177382688177,0.919738387733346,712.8730774637197,1284.4159753414776"
"2024-01-10,HB_BATCH_0049,196.7552371608542,512.1905271771292,13.766880025458127,85.87516697034472,10.18519012225345,5.105839530808658,1,0,0,0,48.53439011424935,0.8912006301144816,717.6274351226323,1389.6779440103383"
"2024-01-10,HB_BATCH_0050,218.26125059286335,530.6411395203523,8.621194714195473,92.15277879395846,10.699482699733002,5.231957163899388,4,0,0,0,50.89512536891026,0.9133898877858774,768.8209025602471,1308.9842302136938"
"2024-01-11,HB_BATCH_0051,205.85927600763407,410.1405426872608,8.547330340217687,91.87175598950277,9.69463767267419,7.300721065393827,3,0,0,0,44.57977601226388,0.8816866116072022,707.658051878501,1330.2866646807997"
"2024-01-11,HB_BATCH_0052,181.44971615192534,477.552050040372,9.803344402671792,89.61441116377253,8.045929062426822,6.109689554883435,10,1,0,0,37.7199637724501,0.8971856727449631,782.4582748438874,1404.704674254395"
"2024-01-11,HB_BATCH_0053,184.78699426605942,587.0320376390921,8.606832297038261,87.50689306059182,10.757297883525263,6.121949079013573,4,1,0,0,44.24211194069041,0.9536006636430083,743.3658174674816,1290.0284046122024"
"2024-01-11,HB_BATCH_0054,183.62326974221074,457.47347442225487,8.113722405165923,92.381911114578,8.880176610078182,6.03128049389397,2,0,0,0,43.822014723233586,0.8798663502413268,711.4577917619232,1318.1486862549527"
"2024-01-11,HB_BATCH_0055,184.69935235289236,432.81609775060684,12.338492237531767,94.77678758678185,11.903071477014285,7.092473391690526,6,1,1,0,43.12808979171165,0.853950471002395,770.3423497296317,1371.0569472846696"
"2024-01-12,HB_BATCH_0056,180.0968180260412,416.2020216441673,11.424361162545042,85.98104624749743,11.857266472173364,5.674088506557792,6,1,0,0,43.45556412397203,0.844596181004988,772.2432747133302,1359.0372563528274"
"2024-01-12,HB_BATCH_0057,213.92054630271159,526.1036840605211,10.083194789309445,87.09380237091376,8.59819284515098,6.415836106892414,2,0,0,1,47.56024869728504,0.9201385829298853,709.6216110551488,1307.396011308275"
"2024-01-12,HB_BATCH_0058,202.1001861279842,483.1218462496538,13.038895304881578,94.07544984700738,11.734217117630003,5.140123472081508,10,1,1,1,41.44771350791302,0.8659878767426019,860.9540813897873,1375.7568839848468"
"2024-01-12,HB_BATCH_0059,192.9629593224838,499.8074399044908,10.214542947600833,89.97075647193847,9.441639790502004,5.614112077993645,1,0,0,0,49.57308577753548,0.8810407025169005,691.1340618445756,1274.8047455306096"
"2024-01-12,HB_BATCH_0060,193.90978001904335,444.595736945329,11.259920622700134,90.05032487321837,9.6482108707404,6.3057930936117845,1,0,0,0,47.13157319089995,0.8870694464994917,675.2027589050208,1261.8609200472265"
"2024-01-13,HB_BATCH_0061,184.19796554389308,442.112584501978,12.350682633589168,85.76410618125429,8.691510470886815,7.718449106913478,5,0,0,1,39.573203908349164,0.8526000889715841,782.2729745746649,1353.1691861389547"
"2024-01-13,HB_BATCH_0062,199.35018648679167,563.7854788348441,8.173247864425443,90.49048484451615,8.998999846053717,5.580225882652829,4,1,0,0,44.820238489796935,0.9232202941345842,773.210284614015,1291.6035466872247"
"2024-01-13,HB_BATCH_0063,197.62275533724727,595.8563045412741,8.766249784007812,85.71025760845212,10.18071063491954,5.838061887891298,3,0,1,0,45.990118820130505,0.9665532435237636,775.0700043114781,1352.3022535408454"
"2024-01-13,HB_BATCH_0064,215.97257536782746,562.8645367566735,9.560169938002955,87.38101837005502,8.645532502900535,6.480822155686038,5,0,0,0,44.27050465042088,0.9502205766355929,763.2217478157681,1359.0228812743453"
"2024-01-13,HB_BATCH_0065,199.8512893180632,556.5872761588824,8.597284647781155,92.80777004433494,9.454158050724482,7.089268755115045,1,0,0,0,45.671297587566585,0.9416472539202849,716.4345368393917,1303.796637699681"
"2024-01-14,HB_BATCH_0066,194.8060132182245,521.4010542584059,12.911570070059902,85.25281619263713,11.085496541967247,5.010420633470148,2,0,0,0,48.73041810660305,0.898769573666572,720.825266903066,1314.5816754309258"
"2024-01-14,HB_BATCH_0067,216.685805243484,590.6914866185803,10.228113928158265,92.21873727318017,11.165446663434977,7.01810284821592,4,0,0,0,45.26966215329397,0.9451721874135794,741.2866949553332,1438.782325263448"
"2024-01-14,HB_BATCH_0068,186.5177876508113,522.9265508423002,11.810761072140345,90.41104759807573,8.715486056073091,6.70007021560593,4,1,1,0,45.24370681594115,0.9200867914321109,739.1387048282261,1304.9399661369278"
"2024-01-14,HB_BATCH_0069,187.03285186493505,539.0770350245284,8.156639188913271,90.24013069197002,9.495499066501116,5.568957891563912,4,1,0,0,46.67808754832279,0.924724248819972,787.2039084016196,1274.8762382130021"
"2024-01-14,HB_BATCH_0070,188.40559186924628,577.7484428790135,10.976367349357721,89.55922356638112,8.43597730683654,5.634852715245588,11,0,1,1,41.06545594080688,0.9410566724158107,804.8761477343191,1435.1317506841724"
"2024-01-15,HB_BATCH_0071,180.97951123804503,424.5586712715978,12.953316231849625,94.36596212079904,9.81630123001625,7.279548874249306,5,1,0,0,40.60560981724042,0.8689341035771052,712.6515523561892,1342.8664986309013"
"2024-01-15,HB_BATCH_0072,211.38396615708763,570.0845807052821,11.666116131121093,92.33628921516372,10.557641482001632,6.748166757120688,4,0,1,0,49.68575478559725,0.9306237673724194,745.5155699845182,1341.5206423198856"
"2024-01-15,HB_BATCH_0073,215.88104853751014,530.9470000135138,14.871221465335012,85.97682126093659,11.313139770606416,6.495066662651485,5,0,1,0,49.8161012068642,0.9183625325556507,773.666671964922,1402.6171074377094"
"2024-01-15,HB_BATCH_0074,200.00296744968827,557.5043979582229,11.68893108441412,90.05257148988294,8.308732571861572,7.260802981798506,2,0,0,0,44.41299143486746,0.9200843062548802,771.703374903105,1320.8360230858475"
"2024-01-15,HB_BATCH_0075,185.83125820984654,548.7881306288726,9.89786167999731,85.33690363741496,8.606822407952425,6.281423011132003,4,1,0,0,43.99526385257854,0.9246103996548526,743.4217021704837,1314.9496607136425"
"2024-01-16,HB_BATCH_0076,191.73632442375953,446.2457509386047,10.919478833623181,91.09869118627415,8.340749473658715,7.96032221011755,2,0,0,0,41.719034990704856,0.8683237465636641,707.8650027313228,1279.9529570660993"
"2024-01-16,HB_BATCH_0077,212.27499723550048,549.6512009041983,12.595406112157715,85.91876047950441,10.099801868504816,7.920167416882267,2,0,0,1,49.64549849919367,0.9269609401241916,759.7064521946127,1362.3703511604213"
"2024-01-16,HB_BATCH_0078,185.3244515766009,472.49488727321864,8.514990862741758,92.36904571267868,8.984775053904604,6.654072133037591,4,0,0,1,41.06317442696164,0.8759638178302214,726.8856562297736,1274.9909346791615"
