Date,Batch_ID,Press_Temperature_C,Press_Pressure_psi,Press_Cycle_Time_min,Fiber_Consistency_pct,Resin_Content_pct,Moisture_Content_PrePress_pct,Total_Defects_Count,Defect_Type_Surface,Defect_Type_Density_Var,Defect_Type_Warpage,Hardboard_Strength_MPa,Hardboard_Density_g_cm3,Total_Energy_kWh_Batch,Steam_Consumption_kg_Batch
2024-01-01,HB_BATCH_0001,215.13602654491072,454.37889789539355,10.665506697801634,91.57046988290392,11.180889449498016,5.439726464508044,4,0,0,0,49.75748200530273,0.8836548154179986,766.5924311300066,1280.0343248587415
2024-01-01,HB_BATCH_0002,212.04118147940827,450.738349079142,14.233432054116978,94.52877710318431,8.16942661367592,5.235312518894652,6,0,0,0,45.20206220017307,0.8804219912167098,815.3908076159803,1392.8990616721353
2024-01-01,HB_BATCH_0003,185.09763607487054,403.7637619676261,10.85729862456066,92.25911842978167,8.868407019742977,7.827079373267497,6,1,0,0,39.64869307582272,0.8498555832578313,715.3594351805743,1352.7119280489821
2024-01-01,HB_BATCH_0004,215.5466799054298,591.8573991751359,12.869924221411255,93.52771525908295,8.229339248246816,6.488255122458232,5,0,0,0,44.82239121736868,0.9292111396686705,753.2859299761344,1415.2720557588698
2024-01-01,HB_BATCH_0005,190.6956523131137,557.8746401723813,11.164383793448028,85.68752685642343,10.708137258239542,7.470286864861187,4,0,0,0,45.19702237189363,0.9373414580790665,754.0977613396146,1348.6137984533586
2024-01-02,HB_BATCH_0006,208.26987093799625,411.95961216943135,11.280353007939915,87.65868797830197,11.907015074945404,6.630252499114135,3,0,0,0,48.303732566470714,0.8611809082375437,765.1057136729967,1315.5016017700839
2024-01-02,HB_BATCH_0007,204.06502496816915,585.4775593493675,13.749342880388369,86.69304763224225,9.27992744185175,5.168942487489021,4,0,1,0,46.33327458139001,0.9235628562424746,798.2048152619558,1389.843905717569
2024-01-02,HB_BATCH_0008,207.68123349885292,510.4609210968891,10.254378127717922,94.19462586535069,11.29299044895191,7.3043017721052355,3,0,0,0,45.8174714387901,0.8766906318793641,730.9162864906837,1311.5605461882644
2024-01-02,HB_BATCH_0009,189.89390423263018,575.213301438653,8.793502459944792,91.91653768256693,11.754244973952964,6.092537245333801,5,0,0,0,46.51177402675593,0.9564745205728947,765.5621852775479,1288.6309241699694
2024-01-02,HB_BATCH_0010,183.92270476780448,450.38434872909386,14.847132859625917,88.8439593489321,9.890138925939544,6.573932146737864,2,1,0,0,45.18046709604739,0.8821215232249957,732.8666080898548,1307.523164211272
2024-01-03,HB_BATCH_0011,208.8463349405907,411.7306445984404,9.260012947191367,85.12464947805684,9.903434170454984,6.438349663161753,3,1,0,0,44.961795270017,0.8663992343018112,732.376039006696,1321.0570835091894
2024-01-03,HB_BATCH_0012,204.83637777069887,525.243102600126,10.218463986051898,88.53275497037164,10.39991978884707,6.392451579444819,6,0,0,0,46.100727923494794,0.9184453325626519,777.6409364132667,1346.103187785803
2024-01-03,HB_BATCH_0013,207.51511311716084,590.9409678441943,14.059138458337824,85.75757846378832,8.333591152413613,6.84489212197145,5,0,0,0,47.32476635830971,0.9280615779473774,755.3017624475563,1353.6189862966658
2024-01-03,HB_BATCH_0014,185.06712840177045,453.12381822855565,12.04330139345345,91.16389380657193,11.241301379425263,7.904495661830801,5,0,0,0,44.15101183715279,0.8712759864109787,757.8672981052619,1313.8953219454233
2024-01-03,HB_BATCH_0015,181.44594157889793,526.030934000285,13.173135018974946,93.66333711051647,8.181813845204845,7.093705827153339,4,0,0,0,44.03362385358245,0.9192226017114482,737.2348762886751,1318.3657733134496
2024-01-04,HB_BATCH_0016,202.40103407387582,427.5569102762608,14.00421622239373,93.75774078546188,11.570867532287036,6.813772827420552,3,0,1,1,45.201216643831735,0.8640144349890654,716.9314987389214,1361.1328330371903
2024-01-04,HB_BATCH_0017,213.23386525388509,435.95275475782375,13.53596656096947,86.57690789858064,9.46211450351849,5.85662925109963,6,0,0,1,41.999347334381255,0.8766480940951916,791.1946762295263,1338.0971035348302
2024-01-04,HB_BATCH_0018,204.16869507808022,512.8675537511803,14.774791618940093,93.08233221171147,8.944039380336509,6.102875706551611,2,1,0,0,42.43355672120026,0.897600572219045,751.9471540808888,1355.5839168864434
2024-01-04,HB_BATCH_0019,211.59751510959248,506.6586774858557,13.268424275839639,94.75910262910288,11.616732341121198,7.5218650782286955,5,0,0,0,44.76469865957742,0.8935475760920338,724.8573882647208,1421.2573618950346
2024-01-04,HB_BATCH_0020,204.6681951635,591.4402023202505,9.465762911444827,87.14218471623936,9.90182543932924,5.702431581227881,10,1,1,0,48.71507640388993,0.9439726636001933,801.3249419226523,1383.8830308810216
2024-01-05,HB_BATCH_0021,185.11616564594433,415.3008175242374,9.97919068512971,92.04461557567528,8.440454077265832,5.853325896739233,13,1,0,1,39.571015799309336,0.8589463404693805,770.2525197077696,1444.5919547172482
2024-01-05,HB_BATCH_0022,193.1312803363473,548.6066392973745,10.706626194495463,87.05721451117788,10.831681008655037,6.146277592142037,0,0,0,0,48.64578614009564,0.9215104409886358,724.2715175950127,1286.0111105791275
2024-01-05,HB_BATCH_0023,182.02142391140046,581.595007094225,12.549755587599616,87.90128461931474,9.089768402735784,5.9776468495978925,5,0,0,0,44.48776682794182,0.9427886233567402,798.846616237051,1310.1975915247249
2024-01-05,HB_BATCH_0024,201.9014095542289,523.3734584837143,12.82601464940268,86.23069349217734,11.922920367339616,7.060826025456231,3,0,0,0,44.76134225529028,0.9106903269487923,723.9865422551333,1304.7910025868623
2024-01-05,HB_BATCH_0025,208.0623226268437,440.2334337953945,11.272171914929753,91.01017489121975,10.658095886111756,6.051777565456524,2,0,0,0,48.74439274169648,0.8660489946738947,707.4660319550392,1320.0842847343388
2024-01-06,HB_BATCH_0026,196.19251403381122,523.1981365154086,8.66106119205796,94.37459688359249,9.83023796443235,5.827789924319921,1,0,0,0,42.34162787279071,0.9251755197839083,697.9393119165413,1243.264106339343
2024-01-06,HB_BATCH_0027,184.7775491215927,408.1625780568264,10.317190319700977,91.42361033832027,10.244450667946207,7.369330179725914,4,1,0,1,43.13836245070745,0.8673991564990303,747.141971660918,1314.3375529853342
2024-01-06,HB_BATCH_0028,211.29302518985122,556.5016000687771,8.200255610119616,94.02094669204808,8.508221216373698,5.824258446752962,5,1,0,0,45.11060956882642,0.9251745078223984,772.4700357216071,1348.942226528041
2024-01-06,HB_BATCH_0029,184.39143673962238,415.19503788620256,14.082076347043621,86.38164837422826,10.697328205968063,6.856523309375893,5,0,0,0,46.8182012288463,0.8604801154943447,761.1977832471784,1368.2893035569114
2024-01-06,HB_BATCH_0030,180.72121365163625,558.5452621287434,10.394700902029008,90.34039552330485,8.124991155364242,5.640847496375556,12,1,1,0,42.401167084035386,0.9186059813459054,845.2748447869669,1456.2559326152211
2024-01-07,HB_BATCH_0031,219.22192710772845,475.08515714471287,9.38216187066458,87.12523563319398,11.021622078848084,6.365186312146778,4,1,1,0,48.979150944111375,0.8726546158876681,726.3295180867774,1342.8520631993963
2024-01-07,HB_BATCH_0032,188.31519661475383,520.1803598523136,10.778265625880831,90.3996980033602,9.228171573766623,7.512686104479003,2,0,0,0,43.71444601401245,0.9136084647824894,740.0436290195853,1255.403329185962
2024-01-07,HB_BATCH_0033,197.69362532031087,516.7599603147322,12.720696011905208,91.58992623739988,8.395790119742468,5.6094851689220775,2,1,0,0,45.303215319222986,0.8973765649839917,749.7949113533696,1257.4863131630802
2024-01-07,HB_BATCH_0034,214.6441790855776,426.12596939518363,13.262010227918086,94.16846984196393,9.356536139809439,5.081304624201834,5,0,0,0,46.27959409695597,0.8793042557537313,774.3300052366446,1383.6551052038265
2024-01-07,HB_BATCH_0035,208.95054060141695,434.03388528924677,11.383192618137647,87.5665052703863,8.724799153322161,5.738561980642943,4,0,0,0,43.11707442814915,0.8667633853893154,764.7643960770599,1370.1989104934855
2024-01-08,HB_BATCH_0036,191.82292189173168,417.5379781585052,14.14416480548531,92.32586171755104,11.161447217078026,5.126319628850206,4,1,0,1,41.567915615349634,0.8452822317581657,752.9168968448344,1330.3388793651357
2024-01-08,HB_BATCH_0037,180.66233513204466,420.0643477082964,9.591546825462833,90.93750204678351,10.930615345323567,7.547614996211306,5,0,0,0,41.48072466646263,0.8552854045127912,739.8657187433936,1289.2231448541336
2024-01-08,HB_BATCH_0038,213.87918550496408,530.703029188843,11.209388649569567,89.07368151904492,8.244495026597232,6.578405590514774,4,1,0,0,47.78010624479779,0.9251010097801474,782.8428706110018,1347.1246170055647
2024-01-08,HB_BATCH_0039,195.67301633944857,556.6606786125305,12.272541762638571,92.64610507414766,11.750534247871878,6.18963940856197,3,0,1,0,50.8051836237662,0.9143755981129867,741.8474910717437,1374.1454062709358
2024-01-08,HB_BATCH_0040,215.4255817550519,561.5538174080293,10.102658229460097,88.10003456249531,10.648251220111714,5.866682030407288,3,1,1,0,47.10024958553533,0.9410957695428935,786.3039436290584,1354.6235132163797
2024-01-09,HB_BATCH_0041,189.68630952915956,461.7927591669703,14.90074429030835,92.3639569574851,9.076218789342914,5.960714796199285,10,1,0,0,44.032440544734875,0.865082711841322,804.9136567528583,1490.5415066052628
2024-01-09,HB_BATCH_0042,195.77511974336147,430.13541117339486,9.252356796644628,86.90705321433161,10.549816005090555,7.362691778499056,3,0,0,1,43.77699281304752,0.8729012074275854,685.693135595007,1294.0654950109902
2024-01-09,HB_BATCH_0043,189.78539876267425,426.46352344342273,11.950949217764833,93.9340242014851,11.213414812281954,6.156942811126121,8,0,0,0,42.619388025210384,0.8611519117984726,776.4541851711799,1377.5348309165631
2024-01-09,HB_BATCH_0044,196.36275866373813,480.2631127993845,10.867032981565567,85.44853320425445,9.080098555954795,5.787127319864792,1,0,0,0,44.841827562151806,0.902465495286539,700.6634089361099,1341.8359036870936
2024-01-09,HB_BATCH_0045,185.88071056471153,411.1073886009849,10.14499164323102,88.98678647664762,11.318807241753154,5.187219238921793,5,0,0,0,42.77246954104471,0.8555234556363801,735.5598490965228,1340.9087592983415
2024-01-10,HB_BATCH_0046,198.60006750027625,464.9787866312512,9.692650463499799,86.21020562248931,9.328551477331935,6.03250700149005,8,1,1,0,44.55012033597164,0.8732997525641311,766.9439654805327,1370.6134226239162
2024-01-10,HB_BATCH_0047,183.22176954755352,496.34550322986445,14.58400499861743,88.94809846362249,9.202078467186155,6.8031937114349255,1,0,0,0,48.67310493840149,0.8854166448465628,719.3593810139666,1331.0481829968082
2024-01-10,HB_BATCH_0048,203.42539794705186,530.9611535532141,11.020471213335213,88.1961798521693,8.217215787123429,6.241233163514631,1,0,0,0,46.48797209370417,0.9085183425610557,713.9236496272899,1264.439342832145
2024-01-10,HB_BATCH_0049,216.04044800764683,451.123047393311,11.962506275911453,94.53364378803053,11.845448991086908,5.841700179205275,5,1,0,0,45.8331253479661,0.8686108648793819,747.7764753792123,1360.6987273007835
2024-01-10,HB_BATCH_0050,193.5051549126038,426.01560398129936,10.159031615304734,86.5890281969619,10.908130994819206,6.643102344804164,4,1,0,0,48.71409835046164,0.8760305149348226,735.9136972891474,1323.2353967877268
2024-01-11,HB_BATCH_0051,219.4847594962612,430.3070409813764,9.542292075769831,94.58271061389003,11.082982941654297,6.851342350819666,5,0,1,1,48.6031252279749,0.8668060335546122,739.4051397815276,1327.3342321447456
2024-01-11,HB_BATCH_0052,211.082661077344,408.1273433486232,8.6157839582112,91.33020166672316,10.480977686117981,6.127460199926685,3,0,0,0,47.73734499385338,0.8508232881026427,704.0181155794618,1295.0629211485611
2024-01-11,HB_BATCH_0053,194.54425229909882,592.6612533275836,10.08430320542662,92.36543495323333,9.829960868692114,5.760597219725068,2,0,0,0,50.36416254048267,0.9455638687930332,717.8981484266657,1256.9748407708341
2024-01-11,HB_BATCH_0054,214.16786299960955,534.3362046542726,14.71167799665166,85.71273748196971,11.667023602591247,6.466719407407632,5,1,0,0,48.790461660638535,0.9097402201833611,764.8556455879843,1384.3779973762746
2024-01-11,HB_BATCH_0055,199.7137097241672,488.4815963955535,12.975440058547125,90.0495409539314,9.570846454441932,6.690276571992152,0,0,0,0,45.97951622667421,0.8978929194564159,755.2453054883072,1269.671535734727
2024-01-12,HB_BATCH_0056,217.7183892468374,460.53244349149094,12.251984576180773,89.28677556321539,8.153082520791049,5.107041982866238,3,0,0,1,44.50996542396903,0.8928516621034147,741.5930614542397,1317.260405525389
2024-01-12,HB_BATCH_0057,182.71213812548322,459.35192385559395,13.565331863541953,90.64983428465727,11.325081056802023,5.87504950764811,5,0,0,0,44.734316730135276,0.8775762789810989,749.8667738973477,1368.4676671420818
2024-01-12,HB_BATCH_0058,200.88489434625927,417.1638640137166,10.46761041534829,86.14813878287399,8.40975599681463,6.231193367731443,4,0,0,0,44.65990376171631,0.8527922391791427,700.906765007587,1387.4570209101946
2024-01-12,HB_BATCH_0059,197.6615974109482,510.48162083383977,14.658435064734107,86.51156887822023,9.496708719078985,5.766564546322787,2,1,0,0,49.34338564176079,0.9118992570086892,738.3908728577167,1307.2699479562575
2024-01-12,HB_BATCH_0060,199.81710726446804,410.629572091616,12.599115526256789,86.19600546710635,9.414869423191869,7.861327173712535,3,0,0,0,41.75918953973378,0.8641113846070394,732.3914091725977,1333.2459616905235
2024-01-13,HB_BATCH_0061,213.81610585007803,418.84296501958625,14.628440562343993,92.77097911733384,8.398282899612495,7.801300769354363,4,0,0,0,45.79742882608056,0.8492034188034783,741.0247868263925,1356.2893538465278
2024-01-13,HB_BATCH_0062,185.9806772655751,571.4148650867726,12.677730402087576,89.40055750530985,9.83996022597433,6.323278679628158,6,0,0,1,46.468279305064755,0.9354792177161141,788.3010788801107,1360.6579042404987
2024-01-13,HB_BATCH_0063,218.04117191721411,556.2741027132396,13.890129570451085,94.02517313718182,9.163859604635585,7.547724448395684,10,1,0,0,48.14531096089024,0.9306796772259369,889.4748075168167,1455.0640833999328
2024-01-13,HB_BATCH_0064,212.4010789209441,568.1791639970867,14.682950504098235,90.05645824828107,10.083214775616227,6.73204593005522,5,0,0,0,45.83158220142581,0.9052812725021261,771.9084571304529,1358.4834397213383
2024-01-13,HB_BATCH_0065,183.9545639483459,500.51548965921165,14.791392185777926,93.7953334348805,9.918864589092122,7.669070200307548,2,0,0,0,42.012347237877336,0.8890777040787361,712.9840524904102,1335.7366938584482
2024-01-14,HB_BATCH_0066,208.45352437827185,400.58339614986767,14.0825127546679,90.66365394741095,8.067826708994147,7.14289737970167,3,1,0,0,42.6695651503913,0.8274093759150217,764.7925079863708,1325.8414112053647
2024-01-14,HB_BATCH_0067,216.72665205739116,494.2129768272041,14.501553779187876,86.14333408307527,11.468373221986981,6.285039451896425,4,0,0,0,47.97249916243266,0.8874415015564237,784.4278184839313,1345.2292921420474
2024-01-14,HB_BATCH_0068,192.28767531301943,574.0002483431717,13.409856486455356,86.22909908111029,9.145175286804536,7.421842548262163,4,0,0,1,46.47061290054049,0.9366378986600676,739.3408983077148,1373.1570759853507
2024-01-14,HB_BATCH_0069,190.6281064127232,471.61017167619406,8.835009083772382,92.23262220865476,9.515389612731951,6.266018476791734,7,0,0,1,43.525545820700934,0.878227469370803,762.7425032632434,1322.2668615285427
2024-01-14,HB_BATCH_0070,188.41463338007273,428.8142282017197,13.439456812323924,94.7477552798039,9.71657077913863,6.659431707330173,4,0,0,1,45.227460748825706,0.8484892956978377,719.782636182875,1325.3387661997135
2024-01-15,HB_BATCH_0071,191.1289272945506,578.0907256591518,12.66315750814159,85.5070267187431,11.594440686866049,5.667810384299366,4,0,1,0,46.47337778704835,0.9550090456576599,759.9817679052412,1351.6695562856
2024-01-15,HB_BATCH_0072,206.5370361195542,522.8697797127608,12.498802612841668,92.29284166812242,9.27989621344135,5.379469615388981,0,0,0,0,46.27745968069942,0.8959485118632653,679.58011728324,1309.3816610303377
2024-01-15,HB_BATCH_0073,197.84222200242027,599.4773549439119,11.039995542342256,86.47486909264613,8.795844165007715,6.749635614911709,3,1,0,0,43.22935030125229,0.9638144366169575,735.1251344521097,1330.3165869553807
2024-01-15,HB_BATCH_0074,197.4874719656327,421.1023094789149,12.446120810521467,92.21725775695094,11.287311679266283,5.925785587683028,4,0,0,0,40.596324665215164,0.8617605076153542,707.8351643057298,1335.9550982041146
2024-01-15,HB_BATCH_0075,188.3370515095063,585.5319779994652,12.642599383196313,89.91892820147561,8.001475537176486,6.665453111823185,10,0,1,0,36.69668867335995,0.9305023779254336,803.1223756008264,1401.3717285162784
2024-01-16,HB_BATCH_0076,191.0488672421894,507.3392836179168,13.904162381733443,89.96832666880977,11.35112893387838,7.096809381299172,2,1,0,1,48.816680829355256,0.9136968921613016,765.518639825132,1355.7432162367932
2024-01-16,HB_BATCH_0077,206.80444708478618,468.5043017429812,11.550826679921741,91.8158874855739,8.49916135777287,6.582583955565553,2,0,0,1,48.83389269435421,0.8845314098558446,734.4316238827168,1326.2968553227597
2024-01-16,HB_BATCH_0078,216.6787352572628,408.8709324042507,11.316664762176583,92.11824700204723,11.41335042938817,5.421076315303603,4,1,0,0,48.410647339320704,0.8674310109582404,752.4540536035877,1349.6825894529672
